Battery Capacity (kWh),Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_bmw i3,Vehicle Model_chevy bolt,Vehicle Model_hyundai kona,Vehicle Model_nissan leaf,Vehicle Model_tesla model 3,Charging Station Location_chicago,Charging Station Location_houston,Charging Station Location_los angeles,Charging Station Location_new york,Charging Station Location_san francisco,Time of Day_afternoon,Time of Day_evening,Time of Day_morning,Time of Day_night,Day of Week_friday,Day of Week_monday,Day of Week_saturday,Day of Week_sunday,Day of Week_thursday,Day of Week_tuesday,Day of Week_wednesday,Charger Type_dc fast charger,Charger Type_level 1,Charger Type_level 2,User Type_casual driver,User Type_commuter,User Type_long-distance traveler
62.0,26.510946858011508,3.1485867738246953,28.53131850003748,10.128403692347904,65.58060133714983,76.29116197989212,292.32106847912405,14.418684135818658,0.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
100.0,77.63851676623986,3.577530942531314,8.125454971256818,33.52441775674893,23.244547367871434,94.69156133251312,67.03337523282886,-3.3862931111228143,7.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
100.0,78.13016919490377,3.3707680458935494,3.984866071006567,9.48731331959088,57.11198523848862,66.24176289035326,115.00281456100863,13.29560813768044,10.5423138930715,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
91.92323205405889,5.602389790671721,3.2474971104825423,16.323426565043984,30.14974461640369,43.651172605225426,58.44514370032261,54.31966216405416,-0.749512869450399,3.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
85.0,20.09377734133772,1.1522928608565994,46.35099882248561,22.70277601585436,18.696751984011428,97.36484816964293,68.59337619081128,28.697433446546658,3.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
100.0,40.27604440348503,1.2233552822617653,3.827057840993469,20.63337035614954,89.20784953728413,82.21746679952676,23.2274695958545,22.79322070574464,7.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
75.0,53.95698169820941,3.7370528940169354,17.874744589794915,14.88744925604982,89.97564874838083,95.03577021009548,17.094461724531058,6.800062381671708,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
62.0,60.61379392452427,3.0746734221595973,20.917951722476815,12.5081955484105,54.46997534613716,78.51051530366115,103.50936658754247,32.52462890743878,4.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
75.0,63.30842211900583,3.8048289639024975,6.452270808883824,25.094273282090768,84.99521399071405,59.291018775954264,170.1479702664298,27.576695560235585,5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
75.0,38.60563636862258,0.8730910744027252,33.68293022414009,33.724529270012226,33.74868999728057,70.86209993313832,223.2968421241796,-2.7810148317137484,5.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
62.0,65.60582507754691,3.942321823588556,7.330086292613371,21.663312566362286,17.409983974225376,91.29622820100433,81.04832191522404,1.8473705522469892,5.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
85.0,46.61987332807575,1.5627877600816036,7.38868633786724,16.706821284341984,70.09449291993268,59.04290082900266,210.7494443666301,-0.4607568221114935,5.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
136.41543451440273,49.363214910123695,1.226170646797648,2.2461345077917296,25.569816048315246,33.053741323794696,53.8698231887537,60.01452138704593,-6.553346941294854,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
100.0,24.87454059878397,0.9271524671043444,11.441407583369728,19.970393037401173,33.94560873113889,58.135135101584744,60.81189003851615,7.879043434779273,7.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
62.0,54.36218573947502,1.925077717311921,36.36127862677181,26.478708183691342,46.38733766985727,77.34027871043172,294.4762263745805,31.4781936755052,7.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
50.0,6.443672288667047,2.6345294176538347,14.992418440021032,8.85537738528694,81.59731029150917,84.92637814847063,11.742221498100374,-4.27530532725275,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
75.0,28.215649389656605,2.4068069239659193,23.693078848689176,26.55168286855564,18.51710428701412,86.57990242690329,293.58197659030856,28.843991321528694,1.0389732985088886,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,42.2855347814151,2.711851128865101,19.16718327808918,12.96377159430414,89.03952891250614,98.83105506756796,52.38329858962317,37.90202120519155,5.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
85.0,76.1733008089697,1.5060998972642905,28.587452781207983,17.683770820483392,56.06768463228563,93.03849523640392,369.85352357458913,18.045096071792507,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
75.0,34.99715934379533,0.7869547856185278,20.394976393778617,8.163073829036938,68.91614283358405,67.94804573171436,283.04991635004365,36.23500791319978,3.30440809594731,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
75.0,26.509679689140484,2.1900500909468525,25.603799331857445,24.68663674074483,69.67340887703197,79.50037016517598,14.448391031296484,3.478471588467155,2.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
50.0,34.95512440558501,1.6847005049924406,12.02937482597922,9.964164321436323,65.08674311260134,78.37929074218383,262.09152432590065,4.945602060220825,1.0580566671707403,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
50.0,62.0462303749696,0.9227646505635444,18.562655792808293,37.54757320064963,88.39122579769648,77.93392383324964,43.027865145970566,-0.9664435909539096,5.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
50.0,69.8745479772151,2.0146280418884985,16.510459616824008,6.585619842140901,40.28184347706025,72.00903871751785,245.07591763342137,2.7730014481747194,4.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
100.0,10.43167346455136,3.313162432081679,31.39207659559448,38.60614035514166,47.66326224337725,72.19157526460326,227.13883935809403,5.443960406317798,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
50.0,46.53802191715521,3.427368711002069,7.195331905849656,34.71146140940483,78.59233355708729,82.77998846130095,150.652430198049,29.373846401670335,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
50.0,53.20639354696602,3.949096248516374,47.633710498339866,33.42375184387551,82.90492657405008,91.6032987741045,146.68151168087584,11.393724185781725,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
62.0,42.69140537961698,1.0886677454988911,43.48715172310706,21.46562098557709,30.427474892039264,87.87726917429035,271.74834352573976,-9.554706672418003,4.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
50.0,26.967931002629683,2.735253160120939,15.822164791755156,28.822012047316072,71.87974605129378,94.0055082486268,114.81643298894608,39.774029896087946,6.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
62.0,68.51919496631803,2.362047175321772,48.5891782123757,33.00482798343796,68.4597533477996,92.96713396760146,77.70809038327954,-2.2696791129201275,2.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
100.0,71.7085068763758,5.444091595791992,38.79607655154279,37.0958488332243,12.22342319736624,77.413347343374,181.08912606726616,2.616126227153474,7.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
50.0,79.24854612418856,1.7737185188156643,33.00513137989047,13.89096924040641,51.37788920930001,73.60900224029965,252.8396285449158,12.536190169540204,0.8143144920347289,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
136.41543451440273,34.14920011576352,3.975565377243093,48.766303687005376,13.077917921312975,33.90897268213148,92.7547018376424,257.46375202300203,19.730892654552477,5.0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
86.09247991035157,66.70625110738425,2.8343115681998023,25.290644953249668,9.1568594529217,44.01342983894161,99.68968983185609,142.0756471546524,31.48873207120465,6.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
62.0,30.773548133404887,3.0979140825176104,49.75179689755983,13.851369572162998,2.481152833456981,83.48486936458664,234.74660372234828,12.807352549919983,1.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
50.0,24.155781563888247,2.3027112101525433,4.78414666269556,13.896407311553824,47.690745477713776,75.97116089477203,289.84699681052945,23.403014534948113,0.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
62.0,10.347606688667652,3.3184757486494423,9.391635794111917,39.77677752374113,42.655342541761705,79.51109044035044,40.13576622891059,37.462706490839466,7.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
62.0,26.30453465597864,3.584508026255726,49.889182875885574,9.562222233186938,52.29889078362029,71.43642102852772,97.81842384060884,31.42190013718612,3.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
85.0,26.730320039666697,0.6687078471604287,12.953727651636695,26.76438552729067,83.74328834590922,88.14544588814516,131.3975209739695,-4.604987942538754,1.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
50.0,48.61478557078329,3.691287395654341,22.068883731114205,31.499661710143023,82.44163028037494,23.899850979861696,50.1344443370103,11.908733692048816,0.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
85.0,1.3302257390094765,1.3380403269013796,23.292885323425644,11.810863248824097,86.16287277426302,89.96604740046648,324.5247971919714,-3.943574146378939,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
85.0,44.01595165676219,1.3243102972703742,38.105277906018664,32.935373031196086,73.34621767453042,78.15992983033394,78.1193777771749,5.879536154002451,5.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
85.0,18.433946311771635,1.6154592958648422,22.324697107017332,10.4061126193713,53.517570863816445,95.64661186487156,104.375789483857,30.519921506155313,2.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
62.0,37.703118718471266,2.734672708146337,34.72246309072786,24.67286655026255,46.5621884016344,52.457227197758854,274.4585098167528,6.6727664136120595,5.0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
100.0,56.19836617198485,0.182479566999436,40.72369852949949,19.620836175531693,56.029456174223355,65.41417061782558,39.67918932987936,34.05934132179261,1.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
85.0,73.27597597314914,1.4872108780959543,23.324573102976085,23.61457791757127,78.60317582662809,23.899850979861696,152.25986699080715,31.147743770322947,7.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
100.0,76.89240009827725,5.45248786614729,10.446145756658929,39.79452835074204,7.174271255012432,101.8444219765353,226.39489481465097,32.88270217309975,2.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
75.0,23.92505033099207,1.628740264248428,42.929105735776226,21.828087774303864,69.67036362566304,52.63858939356436,219.75471591430937,38.26084883303293,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
50.0,50.48944002879003,0.7201439016240072,42.7873881539225,15.838075793064563,65.93591222057864,62.63636323265228,221.59178838790848,29.595187959640768,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
60.65969098050447,66.09153402649976,1.272887205572356,37.60056305645555,14.806468044597606,42.30136723646485,70.72631713302562,167.6635290519136,9.953924428737029,1.719888607934359,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
62.0,6.918423739637612,5.45248786614729,49.061090564575515,9.213901141845325,24.66584337799686,70.79175612164657,196.346641449111,26.20353851645544,1.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
100.0,42.69140537961698,1.5822270778526433,46.92222428796351,23.954339158165645,65.78901522891722,63.28981306801092,161.63644457813098,0.9698884242639014,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
85.0,61.03806279047378,1.9937683956108183,41.54944191942096,35.55107474861104,33.06564163338204,56.79590134724898,95.5285824624064,27.055528148777796,5.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
85.0,64.22961963559717,2.129584266932735,18.162629025176784,14.8310427813382,83.32298244816201,83.79553659011722,171.2240953918582,14.38609315905826,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
50.0,44.88676331081039,2.041257190991683,28.977394499900573,7.093616314970899,81.95826163628871,70.54283762212998,184.68996325710148,22.75372165005944,7.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
100.0,58.94085857253415,3.2053484932274814,43.70221210436277,37.33339444852493,82.36033129744631,92.03577293542216,81.1829007361303,19.457576528230543,6.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
109.79512826818667,10.039817806428031,1.3029419693211222,25.603799331857445,26.594239830354052,35.98360523295467,70.68328883636845,81.8210812984393,35.14516183263936,2.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
100.0,17.53493129851908,3.7184560198464975,7.635488881129267,26.1161106411304,89.91469896836313,73.00742421215116,89.80286253287949,-4.384463546384989,4.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
85.0,29.758384839143087,2.1552441827737554,29.385047414670687,20.065330227901818,10.813905445398316,36.548360117720776,51.20231810325872,-1.3533315020834618,1.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
75.0,69.59647495660728,2.339041995533334,14.860688976543733,38.129495713530105,60.63891761828843,73.00925296352099,288.9795540720557,59.75723970375255,6.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
75.0,49.93390136150811,1.108622612726607,37.93422821858355,28.286481840313257,121.35241370668749,52.83474144853121,56.710887715843405,27.009720956480884,2.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
75.0,14.49216023800693,3.889259235283929,41.3779107591241,16.384667323459585,42.78718946396368,51.76174546563856,97.05879325252906,25.002273728975453,3.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
85.0,38.409401627820046,2.4975733714164927,22.11602009706145,19.82676712024444,10.819040206079633,56.53710030512335,152.25986699080715,-3.6133359036523007,2.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
100.0,8.234584116412151,0.9049933799223272,43.81287256129691,8.682242514755576,23.358908235399383,97.6615848182109,298.7188568370856,38.56896076290053,3.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
75.0,34.86162084385812,3.4701972955234237,4.940614327420578,24.301333964932777,47.979009198984066,69.99654315322091,155.73313807014296,35.40159928223272,3.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
62.0,57.92746599973164,1.7154703220669447,25.603799331857445,31.536143283440506,67.64590144479743,78.30737956703821,59.42702468141112,34.657418150777715,5.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
50.0,49.40924272632639,2.8793142483569616,34.01485460165388,38.92015133353858,75.98838195309912,84.93627487609037,274.9805426032393,-7.571738421994169,5.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
50.0,9.98078152795496,1.8536958220858872,33.333004333464,21.095003671090957,35.85159555483042,67.58411098713819,30.432545899504376,37.805048131823085,5.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
62.0,29.052446378099212,2.947798348838419,15.963532916763002,7.677142063894619,25.8453357096222,90.97337817944654,195.62085810127488,-1.9739257222116071,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
75.0,42.09423335073603,1.0017255391880249,6.310026487597654,3.668584745886362,51.67969007886535,95.81112960148884,103.27998683951782,30.722257114802815,0.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
75.0,45.769547634887715,0.9570522514645856,17.400526642896487,14.023337495543403,30.740858260175507,81.8451096406268,152.25986699080715,1.26095069186752,4.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
75.0,53.71328701264429,0.8914608032917152,18.622976474713525,29.02733720852322,49.92314428758909,56.18148263027092,36.42403856619721,23.76365989768123,4.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
55.816693759861394,66.40550756937826,3.0266926899756235,39.856189586296345,35.47430757896538,15.557362352976847,78.8499962834668,61.611894029864615,33.78521651446477,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
85.0,11.456912304995278,3.507587027314703,18.905372831421296,27.026729019822007,89.11032954040108,51.82133562563068,99.8080312427259,15.442212140290906,2.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
100.0,75.57096449529908,2.5744522324326473,21.51246491908547,5.98501483660701,32.74760815559499,57.68229024941695,281.3132043755616,13.412847370406324,4.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
50.0,44.36125627735559,2.8696201272055113,3.91865577143935,6.979177241485778,72.82160527280595,64.59866868206431,63.03242621804411,39.93747558297834,7.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
62.0,28.25303140485607,0.90863538505303,30.00242931333289,12.172430146237945,77.23373540326355,82.60953925656403,151.41293241570327,1.9407538506589648,4.023079648703627,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
100.0,39.48883106753241,0.8584585118721564,16.371516065901147,27.767499457987913,26.685522266314265,90.02467732975637,250.81226353673233,35.74915475913812,7.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
75.0,25.365857650132934,0.5600185390642642,37.58308954905695,7.143473729302274,22.474567704641608,72.9195428099425,152.25986699080715,24.906088984658915,6.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
62.0,69.21096127147155,2.286994123653503,28.756620252349073,5.550899028707405,27.76605599551436,55.46322428105755,66.20030823829111,11.888933956267842,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
45.81598720004838,34.60220459389867,2.518838903178549,5.579750455304233,29.239009837211295,21.2447917415735,73.43628023070899,155.1842358249909,5.097228917849462,6.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
62.0,40.78700348086861,3.4318472030931444,11.03185074828479,22.864647844265804,68.76134194190155,55.146158675613634,159.6155013686422,-0.6584932383603714,3.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
62.0,21.871253290777545,0.5720001264069344,10.60205634209747,25.987276865216,44.919466155459816,53.746604292730986,296.57555225607615,33.404773441516134,1.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
75.0,47.23207084043696,3.643773933683493,42.96030719302265,37.900326416556425,12.43408225621689,68.06083094339918,208.81560461103953,10.739123065261666,2.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
62.0,42.69140537961698,2.8776043898810117,18.56004567595634,13.930436856403292,64.48728317838777,126.38332876842395,246.15386420929852,28.10055488076405,5.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
82.66681120678558,18.79049305407434,1.639131350863248,38.26182988936178,39.51619105279963,41.7717522015893,67.06652608674831,152.25986699080715,-2.736637603643607,3.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
100.0,47.28525433337332,0.658087147741172,3.602939855704881,11.966554865177477,64.56614544409143,63.95523977697776,295.21427815214133,-3.667359714510246,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
62.0,30.165570663990163,1.1724526452065331,21.343936482346656,27.388473644598392,77.60389702939446,58.55293988014034,185.55296492944055,37.22247845478768,5.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
85.0,34.895113266087755,1.603396900811905,4.881436198623996,33.67501826994361,61.53265078264192,89.00103781384965,269.8883399506302,-6.428742353356784,1.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
100.0,54.96447201998234,3.522937606509423,41.40704557419398,38.77291671998667,19.82642791357606,92.7765202491452,141.46830962772606,39.53379889129042,3.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
50.0,74.78581939727512,1.678513518078668,36.55346728472155,31.302135288032556,37.3671232960542,98.55545614910588,245.5974514649052,21.379288316532588,7.0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
75.0,34.79054782301729,1.813883272279106,23.21525779216274,31.80113660120082,42.67037445051806,75.69609265423627,247.748550461502,17.24178715039715,5.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
75.0,69.13309024823164,3.0076728841988243,10.70555783206436,17.38741682655337,28.9030166431617,78.34862219833958,91.55117127306124,3.442904170942761,2.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
78.43167081675972,38.08536376892858,1.9490036808846656,1.6549370676991138,15.631651310622267,11.83050192157471,97.62978359732809,135.7109313108204,-5.9392058000253956,7.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
50.0,27.752745917900945,0.9038658015347332,31.655896284542944,17.090719689060215,24.84363200623623,87.93733107562853,265.6948968905379,34.02288007257426,1.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
85.0,41.65484517329656,0.1400299896270325,11.109125564593423,33.38775732066782,90.93158952764836,52.84209944919426,111.862595809181,13.073056451084344,2.931420755250761,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
85.0,35.38682540127056,2.307793619186011,44.84899049694756,38.40350411759451,34.63530076366829,54.26589121229157,286.835363806296,-7.6434237934347085,7.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
85.0,68.56767860768713,1.5582031664365312,16.475471001557096,24.53486845772067,68.2737038427022,93.57394709925563,92.04491202728217,-9.831678296419836,2.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
106.82055688209076,42.69140537961698,2.2151407225419666,38.968563717134,6.563206185010119,18.336316188756303,86.04444439810973,30.64930652438317,17.775147576590655,6.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
50.0,36.46547333950338,1.209165866938475,37.86028498935581,9.941509460290142,21.0234699710778,82.17941381709426,56.42945115351432,36.15182985380533,1.0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
100.0,44.64048952672159,1.1966550703712333,25.603799331857445,17.65872597613842,32.302619669850436,69.57745988079051,294.7568520589679,-6.264891955198628,6.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
50.0,40.27163575273819,2.69291212611694,49.5663805841103,25.548889447031165,21.826703565502612,67.99820231488735,156.48542997800214,33.79134237286147,2.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
62.0,34.43336364069278,0.6802510481291344,34.171979726515815,12.645957460236408,77.30425196618461,54.73637426788959,265.8371724474847,22.206196007205108,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
50.0,42.69140537961698,0.942143129612701,15.41528226041552,31.472931510385965,21.389957247409303,70.37516460187993,266.5930254940364,20.78014690253531,3.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
85.0,18.561385925179625,1.5760735823647318,25.603799331857445,7.251346808516732,28.799441643203032,51.48425861447351,397.8180926183734,26.203374069885086,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
75.0,59.79776909471581,2.122151382858424,14.564929422469216,22.934215021105235,28.18918545742428,96.02650743055818,276.2253767652068,-0.6351476144346968,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
